Timestamp,ChargerID,CellID,ChargingStage,PackVoltage_V,CellVoltage_V,DemandVoltage_V,ChargeCurrent_A,DemandCurrent_A,SOC_%,MaxTemp_C,MinTemp_C,AvgTemp_C,AmbientTemp_C,InternalResistance_mOhm,StateOfHealth_%,VibrationLevel_mg,MoistureDetected,BMS_Status,ChargePower_kW,Pressure_kPa,TR_Probability,EventFlag,Notes
9/4/2025 16:41,CH7,CELL35,Recharge,342.31,4.307,343.94,72.97,72.93,84.41,44.31,42.27,42.813,20.33,6.98,99.6,14.25,False,OK,24.98,106.54,0.361,Watch,Normal operation
9/4/2025 16:42,CH10,CELL5,Recharge,372.26,4.686,371.95,122.76,123.42,4.71,57.54,55.52,56.035,23.09,10.03,92.2,47.85,False,Warning,45.7,111.6,0.488,Watch,High internal resistance
9/4/2025 16:43,CH7,CELL19,Bulk,322.38,4.055,322.25,101.3,101.56,36.68,49.49,46.21,47.991,32.28,1.68,88.75,21.97,True,Critical,32.66,97.34,0.481,Watch,Moisture detected
9/4/2025 16:44,CH7,CELL29,Parameter_Config,358.49,4.432,359.47,42.17,41.86,81.69,46.37,45.13,44.869,27.91,8.76,96.08,16.65,False,Warning,15.12,119.37,0.407,Watch,Normal operation
9/4/2025 16:45,CH10,CELL32,Parameter_Config,342.54,4.282,344.24,74.28,74.91,29.78,52.43,49.0,50.931,33.69,2.55,88.64,38.66,False,Critical,25.44,108.35,0.313,Watch,Normal operation
9/4/2025 16:46,CH8,CELL15,Recharge,303.08,3.797,302.77,7.49,8.23,40.95,49.95,46.22,48.452,30.64,13.28,82.13,3.57,True,OK,2.27,99.38,0.715,Warning,High internal resistance; Moisture detected
9/4/2025 16:47,CH3,CELL18,End_Of_Charge,302.27,3.76,301.65,93.99,93.48,73.82,48.41,47.18,46.914,23.54,5.09,83.21,26.07,False,Warning,28.41,106.88,0.344,Watch,Normal operation
9/4/2025 16:48,CH1,CELL46,Bulk,354.12,4.454,354.18,19.35,19.04,68.3,43.68,42.02,42.18,34.42,2.93,93.27,46.11,False,OK,6.85,102.49,0.277,Watch,Normal operation
9/4/2025 16:49,CH9,CELL7,Recharge,315.08,3.894,314.88,87.28,86.93,4.05,55.16,51.27,53.663,30.27,7.67,89.84,21.77,True,Critical,27.5,104.11,0.629,Warning,Moisture detected
9/4/2025 16:50,CH9,CELL20,End_Of_Charge,353.25,4.425,352.48,47.83,47.24,1.72,52.53,48.59,51.028,27.44,13.01,93.48,28.17,True,Warning,16.89,92.25,0.723,Warning,High internal resistance; Moisture detected
9/4/2025 16:51,CH7,CELL47,Handshake,317.67,3.982,317.2,63.96,63.18,34.47,39.19,36.02,37.689,22.39,5.3,92.36,3.06,True,Critical,20.32,94.29,0.502,Warning,Moisture detected
9/4/2025 16:52,CH8,CELL34,Handshake,393.38,4.96,393.64,97.38,98.19,38.09,42.85,38.86,41.35,20.97,4.74,87.6,0.56,True,Warning,38.31,110.05,0.509,Warning,Moisture detected
9/4/2025 16:53,CH7,CELL32,Bulk,344.84,4.269,345.71,84.03,84.64,14.69,56.32,52.49,54.818,34.93,3.3,84.71,14.5,False,Critical,28.98,100.15,0.348,Watch,Normal operation
9/4/2025 16:54,CH5,CELL23,Bulk,381.05,4.747,380.82,63.87,63.73,60.5,38.2,34.39,36.697,22.11,1.36,99.36,20.13,False,OK,24.34,98.92,0.218,Watch,Normal operation
9/4/2025 16:55,CH2,CELL15,Bulk,398.49,5.004,397.69,15.85,16.44,46.76,41.31,39.22,39.813,22.11,11.74,90.51,49.51,False,Critical,6.31,102.93,0.441,Watch,High internal resistance
9/4/2025 16:56,CH9,CELL26,Recharge,319.55,4.041,318.18,105.38,105.25,62.36,45.41,44.07,43.914,20.24,5.54,83.23,49.77,False,Critical,33.68,95.14,0.338,Watch,Normal operation
9/4/2025 16:57,CH6,CELL18,Bulk,315.98,3.986,317.15,102.72,102.95,38.03,62.62,61.6,61.121,34.72,6.46,94.52,36.66,False,Warning,32.46,101.3,0.442,Watch,Rapid temp rise
9/4/2025 16:58,CH3,CELL41,Bulk,385.38,4.826,385.26,80.94,81.08,56.61,52.26,48.98,50.757,34.82,1.59,80.71,7.87,False,Warning,31.19,101.12,0.293,Watch,Normal operation
9/4/2025 16:59,CH6,CELL13,Recharge,335.09,4.222,335.83,68.93,68.03,36.18,51.38,49.83,49.879,33.13,5.25,80.68,7.77,False,OK,23.1,106.63,0.362,Watch,Normal operation
9/4/2025 17:00,CH5,CELL38,Handshake,396.14,4.928,394.74,80.11,80.37,81.15,52.56,50.99,51.055,27.19,8.78,83.95,25.17,True,Critical,31.73,113.33,0.638,Warning,Moisture detected
9/4/2025 17:01,CH4,CELL29,Parameter_Config,314.17,3.954,315.82,124.61,124.28,89.0,55.08,53.13,53.575,34.08,1.14,96.63,34.87,False,OK,39.15,113.76,0.298,Watch,Normal operation
9/4/2025 17:02,CH6,CELL42,Bulk,341.47,4.317,342.59,91.06,91.38,38.15,56.02,54.78,54.524,32.63,5.07,82.55,43.13,False,OK,31.09,102.06,0.382,Watch,Normal operation
9/4/2025 17:03,CH2,CELL38,Recharge,383.38,4.764,385.15,90.0,89.26,91.4,61.63,60.51,60.13,33.89,8.02,82.4,33.48,False,Critical,34.51,105.53,0.469,Watch,Rapid temp rise
9/4/2025 17:04,CH10,CELL35,Parameter_Config,367.19,4.585,367.31,78.18,79.11,87.88,47.0,43.72,45.5,25.01,7.76,94.23,1.14,True,Critical,28.71,98.54,0.59,Warning,Moisture detected
9/4/2025 17:05,CH5,CELL47,Handshake,361.34,4.467,360.07,94.72,94.48,84.84,45.27,44.24,43.767,21.64,6.43,90.38,17.58,False,OK,34.23,110.22,0.355,Watch,Normal operation
9/4/2025 17:06,CH7,CELL17,Handshake,361.08,4.477,362.48,58.82,58.76,26.15,58.81,55.39,57.308,30.99,12.55,81.77,19.21,True,OK,21.24,103.59,0.745,Warning,High internal resistance; Moisture detected
9/4/2025 17:07,CH7,CELL26,Parameter_Config,392.21,4.935,392.8,39.18,38.44,39.31,47.64,43.97,46.145,30.71,6.4,89.18,5.17,False,OK,15.37,100.6,0.366,Watch,Normal operation
9/4/2025 17:08,CH8,CELL5,Bulk,340.46,4.294,340.19,95.87,96.05,29.4,58.23,54.93,56.726,34.39,4.92,91.53,11.53,False,Warning,32.64,90.81,0.389,Watch,Normal operation
9/4/2025 17:09,CH8,CELL9,Recharge,305.42,3.771,304.45,34.29,33.94,18.44,45.31,43.82,43.808,32.41,2.37,83.57,6.47,False,Critical,10.47,100.48,0.274,Watch,Normal operation
9/4/2025 17:10,CH7,CELL38,Handshake,383.54,4.801,384.56,57.08,57.59,14.21,61.88,59.72,60.378,34.61,12.64,93.14,35.64,False,OK,21.89,113.54,0.562,Warning,Rapid temp rise; High internal resistance
9/4/2025 17:11,CH7,CELL18,Recharge,392.92,4.931,393.84,67.96,68.27,97.55,45.16,41.54,43.661,29.83,3.67,93.57,1.07,False,OK,26.7,104.94,0.299,Watch,Normal operation
9/4/2025 17:12,CH5,CELL8,Parameter_Config,358.37,4.47,359.45,102.74,103.21,9.41,49.4,46.31,47.899,31.14,2.08,89.71,32.94,False,Warning,36.82,107.7,0.289,Watch,Normal operation
9/4/2025 17:13,CH8,CELL39,Recharge,394.12,4.973,392.42,83.27,83.88,2.17,43.76,40.62,42.26,24.78,2.56,81.8,5.77,False,Critical,32.82,114.25,0.27,Watch,Normal operation
9/4/2025 17:14,CH5,CELL1,Handshake,381.53,4.811,383.01,124.3,123.84,8.17,46.05,44.74,44.554,22.05,3.74,90.58,17.46,True,OK,47.42,112.13,0.505,Warning,Moisture detected
9/4/2025 17:15,CH1,CELL49,Handshake,307.49,3.849,305.94,88.85,89.63,11.29,55.8,52.17,54.303,24.79,10.65,81.01,6.2,False,Critical,27.32,111.87,0.492,Watch,High internal resistance
9/4/2025 17:16,CH5,CELL19,Bulk,347.71,4.304,349.68,26.24,26.32,33.55,54.02,52.15,52.521,33.22,13.28,80.32,0.83,False,OK,9.12,95.94,0.536,Warning,High internal resistance
9/4/2025 17:17,CH8,CELL16,Handshake,389.64,4.889,391.17,47.48,46.68,98.41,47.65,45.5,46.148,34.05,3.5,84.6,1.15,False,Critical,18.5,105.7,0.308,Watch,Normal operation
9/4/2025 17:18,CH4,CELL38,End_Of_Charge,330.75,4.169,332.42,2.42,2.32,60.57,35.71,34.49,34.213,33.02,1.71,87.14,0.09,False,OK,0.8,117.59,0.213,Watch,Normal operation
9/4/2025 17:19,CH6,CELL12,End_Of_Charge,339.04,4.284,340.48,52.52,51.82,53.44,50.95,46.99,49.454,26.04,12.94,97.69,8.17,True,Warning,17.81,104.74,0.714,Warning,High internal resistance; Moisture detected
9/4/2025 17:20,CH8,CELL6,Handshake,391.46,4.848,391.53,68.54,69.43,0.14,49.65,48.61,48.151,21.49,12.0,93.3,43.56,True,Warning,26.83,93.6,0.688,Warning,High internal resistance; Moisture detected
9/4/2025 17:21,CH8,CELL31,End_Of_Charge,336.43,4.176,337.82,31.32,31.53,73.6,50.73,49.24,49.23,28.36,11.22,96.22,32.07,False,Warning,10.54,116.36,0.478,Watch,High internal resistance
9/4/2025 17:22,CH2,CELL23,Bulk,355.27,4.418,353.51,80.07,79.6,76.35,59.09,56.29,57.59,34.71,10.2,82.34,43.71,False,OK,28.45,115.69,0.499,Watch,High internal resistance
9/4/2025 17:23,CH7,CELL6,Handshake,326.51,4.066,324.52,122.6,122.68,65.25,53.9,50.41,52.403,23.91,9.52,81.26,28.87,False,Critical,40.03,104.74,0.46,Watch,Normal operation
9/4/2025 17:24,CH7,CELL3,Handshake,379.98,4.701,379.64,25.86,25.57,14.95,34.96,32.77,33.462,25.21,3.47,98.33,9.87,False,Warning,9.82,92.94,0.244,Watch,Normal operation
9/4/2025 17:25,CH4,CELL32,Handshake,389.52,4.831,389.61,58.17,57.95,57.48,49.03,47.99,47.529,27.34,6.79,80.94,16.58,True,Critical,22.66,91.04,0.581,Warning,Moisture detected
9/4/2025 17:26,CH1,CELL48,Parameter_Config,311.17,3.866,311.32,57.57,57.0,95.96,57.37,56.05,55.874,28.57,13.36,80.35,16.34,False,Warning,17.91,102.28,0.554,Warning,High internal resistance
9/4/2025 17:27,CH3,CELL11,Parameter_Config,345.9,4.305,347.48,108.09,108.33,24.61,57.63,55.54,56.132,31.55,5.5,90.78,41.77,False,OK,37.39,103.91,0.398,Watch,Normal operation
9/4/2025 17:28,CH10,CELL41,Recharge,312.77,3.941,312.71,3.53,3.86,56.14,48.45,44.85,46.95,33.91,9.73,97.54,9.35,False,Critical,1.1,113.46,0.437,Watch,Normal operation
9/4/2025 17:29,CH8,CELL33,Bulk,306.93,3.877,305.81,53.86,54.72,51.72,44.55,41.1,43.052,23.39,9.29,97.97,15.49,False,Warning,16.53,110.6,0.408,Watch,Normal operation
9/4/2025 17:30,CH1,CELL4,Recharge,322.58,3.994,322.13,2.39,2.43,45.8,32.58,31.14,31.076,20.97,7.12,91.21,43.42,False,Warning,0.77,119.2,0.305,Watch,Normal operation
9/4/2025 17:31,CH10,CELL41,Parameter_Config,337.12,4.21,338.11,24.99,24.34,44.71,56.64,53.36,55.142,32.79,14.11,81.66,42.37,False,Warning,8.43,93.02,0.565,Warning,High internal resistance
9/4/2025 17:32,CH4,CELL12,Handshake,320.71,3.993,319.41,29.45,28.75,46.89,41.34,37.53,39.844,26.91,5.51,86.27,48.12,False,Warning,9.45,94.46,0.317,Watch,Normal operation
9/4/2025 17:33,CH8,CELL48,Bulk,399.22,4.968,401.22,121.3,120.71,95.08,47.68,43.88,46.18,23.38,2.09,92.51,27.43,False,OK,48.43,97.88,0.28,Watch,Normal operation
9/4/2025 17:34,CH2,CELL8,Bulk,340.05,4.295,340.78,75.92,75.8,25.02,43.2,40.34,41.705,20.55,7.53,86.03,1.05,True,OK,25.82,94.9,0.567,Warning,Moisture detected
9/4/2025 17:35,CH10,CELL9,Bulk,398.25,4.965,398.42,67.87,67.71,80.54,47.03,45.02,45.534,26.51,4.83,98.01,19.03,False,Critical,27.03,91.24,0.332,Watch,Normal operation
9/4/2025 17:36,CH2,CELL45,Bulk,362.84,4.583,363.56,89.0,89.3,17.72,50.09,48.18,48.591,27.03,6.42,87.47,38.0,True,Warning,32.29,91.01,0.579,Warning,Moisture detected
9/4/2025 17:37,CH6,CELL45,End_Of_Charge,315.64,3.952,317.53,8.82,9.66,84.86,35.05,31.66,33.55,28.89,3.95,83.76,2.77,False,OK,2.79,119.45,0.254,Watch,Normal operation
9/4/2025 17:38,CH3,CELL15,Bulk,308.42,3.864,307.47,100.39,100.09,76.82,54.61,52.74,53.106,25.78,7.38,87.23,5.47,True,Critical,30.96,112.58,0.621,Warning,Moisture detected
9/4/2025 17:39,CH5,CELL40,End_Of_Charge,324.17,4.014,322.45,20.99,21.0,10.97,49.9,47.6,48.403,34.04,6.69,89.25,36.1,False,Critical,6.81,109.91,0.383,Watch,Normal operation
9/4/2025 17:40,CH1,CELL7,Parameter_Config,373.47,4.698,372.08,30.82,31.31,22.97,53.12,50.33,51.617,29.76,14.14,83.03,17.52,False,OK,11.51,103.59,0.548,Warning,High internal resistance
9/4/2025 17:41,CH8,CELL7,Bulk,372.22,4.655,373.5,58.93,58.12,91.6,58.08,56.58,56.578,29.96,13.74,95.04,23.3,False,Critical,21.94,92.33,0.565,Warning,High internal resistance
9/4/2025 17:42,CH9,CELL40,Bulk,316.78,3.912,315.52,37.11,36.72,1.39,40.77,38.29,39.271,22.47,8.27,95.95,48.11,False,Critical,11.76,97.68,0.369,Watch,Normal operation
9/4/2025 17:43,CH5,CELL1,End_Of_Charge,336.1,4.203,337.78,114.12,114.66,44.32,56.59,53.77,55.089,28.65,7.22,94.59,18.89,False,Warning,38.36,98.06,0.427,Watch,Normal operation
9/4/2025 17:44,CH3,CELL22,Recharge,381.39,4.73,383.17,89.9,90.72,8.9,47.46,45.91,45.964,21.78,8.09,90.6,9.8,False,OK,34.29,90.56,0.399,Watch,Normal operation
9/4/2025 17:45,CH2,CELL6,End_Of_Charge,332.37,4.122,331.11,33.18,32.51,97.65,41.08,38.45,39.577,20.84,9.57,96.96,41.6,False,Critical,11.03,117.39,0.397,Watch,Normal operation
9/4/2025 17:46,CH6,CELL14,Recharge,319.85,3.987,321.68,93.75,92.98,12.02,64.26,61.29,62.763,28.91,14.46,80.02,44.28,False,Critical,29.99,94.02,0.611,Warning,Rapid temp rise; High internal resistance
9/4/2025 17:47,CH9,CELL46,End_Of_Charge,312.13,3.854,311.04,42.38,41.98,15.74,46.05,43.49,44.553,26.72,7.71,82.03,37.69,False,Warning,13.23,90.05,0.384,Watch,Normal operation
9/4/2025 17:48,CH8,CELL19,Recharge,375.53,4.669,375.86,109.54,110.35,27.54,64.38,62.6,62.88,30.93,12.16,95.58,31.04,False,OK,41.14,118.7,0.565,Warning,Rapid temp rise; High internal resistance
9/4/2025 17:49,CH10,CELL31,End_Of_Charge,346.71,4.294,348.19,43.43,43.85,9.31,47.25,46.2,45.753,21.86,13.82,80.51,33.29,True,OK,15.06,99.38,0.713,Warning,High internal resistance; Moisture detected
9/4/2025 17:50,CH1,CELL41,Parameter_Config,391.11,4.933,391.22,63.59,62.75,41.41,55.68,54.6,54.177,31.88,8.3,88.51,25.47,False,Critical,24.87,100.14,0.444,Watch,Normal operation
9/4/2025 17:51,CH10,CELL5,Bulk,322.88,4.049,321.0,94.42,94.91,82.34,54.33,52.92,52.832,29.34,7.19,84.14,19.78,False,Warning,30.48,101.89,0.415,Watch,Normal operation
9/4/2025 17:52,CH6,CELL34,Bulk,340.27,4.214,339.9,113.02,112.75,79.83,49.14,46.81,47.641,22.24,5.79,95.77,32.43,True,Warning,38.46,98.94,0.561,Warning,Moisture detected
9/4/2025 17:53,CH3,CELL47,Handshake,361.34,4.484,362.07,108.57,109.54,66.22,55.69,54.15,54.191,27.75,9.59,83.8,34.16,False,OK,39.23,101.02,0.47,Watch,Normal operation
9/4/2025 17:54,CH4,CELL43,Parameter_Config,300.34,3.707,300.4,71.86,71.1,70.75,55.0,53.17,53.501,27.05,11.31,93.88,1.11,False,Critical,21.58,111.21,0.501,Warning,High internal resistance
9/4/2025 17:55,CH4,CELL12,Parameter_Config,394.73,4.952,394.27,117.54,117.46,93.79,65.9,62.61,64.395,29.12,12.51,99.53,11.68,False,OK,46.39,100.03,0.58,Warning,Rapid temp rise; High internal resistance
9/4/2025 17:56,CH2,CELL37,Parameter_Config,368.43,4.596,368.66,120.32,119.73,17.17,49.22,45.39,47.721,24.51,3.49,90.65,10.02,False,Warning,44.33,105.25,0.316,Watch,Normal operation
9/4/2025 17:57,CH8,CELL25,Handshake,382.12,4.802,380.33,44.41,43.57,3.12,33.44,31.19,31.938,20.07,3.13,93.73,31.13,False,Warning,16.97,117.53,0.23,Watch,Normal operation
9/4/2025 17:58,CH10,CELL33,Parameter_Config,383.73,4.749,384.9,50.48,50.9,78.05,38.76,36.85,37.258,21.28,7.01,85.86,35.51,True,Warning,19.37,115.67,0.534,Warning,Moisture detected
9/4/2025 17:59,CH7,CELL31,Handshake,369.47,4.59,369.44,60.97,61.9,54.62,41.76,38.75,40.26,27.66,2.11,91.22,2.78,False,OK,22.53,102.74,0.251,Watch,Normal operation
9/4/2025 18:00,CH3,CELL46,Parameter_Config,386.75,4.868,387.09,90.53,90.87,23.01,61.7,58.65,60.202,34.07,8.98,99.09,27.25,False,Critical,35.01,113.04,0.488,Watch,Rapid temp rise
9/4/2025 18:01,CH1,CELL26,Bulk,324.44,4.087,324.69,124.3,123.66,33.77,61.44,58.98,59.936,23.26,13.61,95.77,23.68,False,Critical,40.33,100.69,0.579,Warning,Rapid temp rise; High internal resistance
9/4/2025 18:02,CH3,CELL42,Recharge,394.8,4.893,395.29,113.52,113.58,9.68,53.84,52.74,52.342,20.62,10.45,94.24,25.69,False,OK,44.82,118.17,0.478,Watch,High internal resistance
9/4/2025 18:03,CH7,CELL31,Handshake,374.09,4.639,372.6,74.28,73.99,87.66,63.57,60.44,62.074,34.77,10.75,95.55,34.26,False,Critical,27.79,99.8,0.533,Warning,Rapid temp rise; High internal resistance
9/4/2025 18:04,CH3,CELL24,Parameter_Config,381.78,4.798,383.19,113.13,112.52,26.99,51.69,48.22,50.194,20.26,8.75,94.5,48.6,True,Warning,43.19,96.49,0.634,Warning,Moisture detected
9/4/2025 18:05,CH6,CELL23,Recharge,345.18,4.343,346.96,78.76,78.51,1.74,47.73,44.84,46.232,21.42,9.56,98.83,13.66,True,OK,27.19,104.24,0.63,Warning,Moisture detected
9/4/2025 18:06,CH4,CELL18,End_Of_Charge,319.47,3.989,319.21,49.11,48.73,85.37,33.87,30.68,32.366,20.64,4.73,88.89,16.69,False,Warning,15.69,90.04,0.264,Watch,Normal operation
9/4/2025 18:07,CH3,CELL47,Recharge,322.41,4.007,321.61,55.48,55.58,95.72,37.61,36.58,36.108,22.07,5.57,89.44,41.15,False,Warning,17.89,119.49,0.299,Watch,Normal operation
9/4/2025 18:08,CH7,CELL41,Recharge,384.96,4.86,384.47,114.84,115.35,79.85,54.15,52.68,52.647,25.45,9.06,93.04,17.75,False,OK,44.21,109.02,0.452,Watch,Normal operation
9/4/2025 18:09,CH7,CELL7,Recharge,393.43,4.896,391.75,58.7,59.18,2.89,53.81,52.23,52.306,33.93,9.16,98.71,14.08,False,Critical,23.09,103.62,0.452,Watch,Normal operation
9/4/2025 18:10,CH6,CELL25,End_Of_Charge,339.0,4.232,337.62,50.39,49.82,21.11,60.29,57.17,58.792,33.67,13.32,97.56,7.26,False,Warning,17.08,94.64,0.568,Warning,Rapid temp rise; High internal resistance
9/4/2025 18:11,CH6,CELL10,End_Of_Charge,386.46,4.88,384.66,42.58,42.6,30.36,46.31,43.55,44.814,32.03,5.49,88.61,41.91,False,OK,16.46,101.35,0.341,Watch,Normal operation
9/4/2025 18:12,CH10,CELL34,Recharge,326.88,4.115,328.73,48.59,48.7,37.19,44.34,40.85,42.841,29.05,6.09,86.0,16.7,True,Critical,15.88,114.88,0.544,Warning,Moisture detected
9/4/2025 18:13,CH2,CELL35,Bulk,332.89,4.203,333.95,106.77,107.11,72.29,68.69,65.16,67.193,34.81,11.85,94.33,2.61,False,OK,35.54,95.11,0.58,Warning,Rapid temp rise; High internal resistance
9/4/2025 18:14,CH4,CELL23,End_Of_Charge,370.42,4.612,371.68,108.93,109.2,80.54,63.41,61.69,61.91,27.01,12.55,84.24,39.76,False,Critical,40.35,108.43,0.568,Warning,Rapid temp rise; High internal resistance
9/4/2025 18:15,CH7,CELL20,Parameter_Config,389.67,4.873,388.22,4.84,3.93,52.85,46.75,43.82,45.249,28.31,13.43,96.83,46.35,True,OK,1.88,112.89,0.702,Warning,High internal resistance; Moisture detected
9/4/2025 18:16,CH7,CELL10,Bulk,307.49,3.795,306.15,91.94,92.82,58.03,46.66,43.17,45.164,26.3,2.96,94.83,31.08,False,Critical,28.27,93.26,0.292,Watch,Normal operation
9/4/2025 18:17,CH3,CELL35,Recharge,314.02,3.948,313.13,36.87,37.04,88.83,46.7,45.08,45.195,27.65,8.9,89.8,19.78,True,Warning,11.58,119.71,0.611,Warning,Moisture detected
9/4/2025 18:18,CH5,CELL45,Handshake,332.22,4.142,333.99,77.57,77.45,9.58,57.35,54.33,55.847,31.49,11.68,97.39,6.5,False,OK,25.77,99.45,0.52,Warning,High internal resistance
9/4/2025 18:19,CH5,CELL48,Parameter_Config,378.76,4.764,377.6,112.0,112.32,72.82,62.5,60.46,61.005,30.89,9.78,80.48,6.43,False,OK,42.42,100.69,0.508,Warning,Rapid temp rise
9/4/2025 18:20,CH5,CELL40,Handshake,343.67,4.283,345.58,103.01,102.83,18.15,50.37,47.71,48.869,28.19,3.8,93.82,35.93,False,Critical,35.4,98.17,0.328,Watch,Normal operation
9/4/2025 18:21,CH9,CELL20,Recharge,308.21,3.838,307.33,97.21,96.98,78.94,65.84,62.83,64.336,31.89,12.7,82.21,28.81,True,Critical,29.96,112.94,0.783,Alarm,Rapid temp rise; High internal resistance; Moisture detected
9/4/2025 18:22,CH6,CELL47,Handshake,327.78,4.115,328.1,100.4,101.22,48.92,48.38,46.57,46.879,26.47,2.64,91.03,49.78,False,Critical,32.91,105.57,0.295,Watch,Normal operation
9/4/2025 18:23,CH4,CELL25,Parameter_Config,349.89,4.36,350.64,87.09,86.66,33.65,58.68,56.6,57.181,29.76,13.15,93.43,36.25,False,OK,30.47,99.84,0.556,Warning,High internal resistance
9/4/2025 18:24,CH1,CELL18,Parameter_Config,349.06,4.342,349.68,115.78,116.17,9.87,54.29,52.22,52.792,25.83,6.91,89.92,35.58,True,Warning,40.41,107.46,0.61,Warning,Moisture detected
9/4/2025 18:25,CH5,CELL38,Parameter_Config,333.68,4.165,333.01,36.12,36.5,19.75,42.14,39.94,40.636,28.7,4.24,87.27,48.89,True,OK,12.05,104.1,0.496,Watch,Moisture detected
9/4/2025 18:26,CH3,CELL42,Parameter_Config,355.23,4.446,354.87,50.78,51.36,50.21,33.96,31.03,32.458,21.4,2.19,83.81,1.77,False,Critical,18.04,97.1,0.214,Watch,Normal operation
9/4/2025 18:27,CH6,CELL2,Recharge,390.14,4.829,391.31,12.77,13.16,12.97,49.05,47.72,47.552,27.71,12.42,95.64,23.08,False,Critical,4.98,99.21,0.494,Watch,High internal resistance
9/4/2025 18:28,CH7,CELL37,Bulk,318.77,3.944,319.42,93.82,93.36,29.4,60.57,57.32,59.07,31.84,8.54,89.42,38.35,False,Critical,29.91,93.67,0.474,Watch,Rapid temp rise
9/4/2025 18:29,CH10,CELL29,Parameter_Config,314.22,3.936,312.91,117.17,116.44,68.19,55.24,53.14,53.743,21.18,13.27,99.71,43.41,True,Critical,36.82,112.11,0.742,Warning,High internal resistance; Moisture detected
9/4/2025 18:30,CH3,CELL11,Bulk,393.53,4.893,394.51,50.31,51.29,24.38,41.74,39.2,40.239,27.41,5.55,98.61,16.81,True,Warning,19.8,94.14,0.52,Warning,Moisture detected
9/4/2025 18:31,CH4,CELL11,Bulk,336.46,4.195,334.88,16.59,15.9,85.06,41.41,39.61,39.905,27.06,8.76,97.47,36.66,False,Critical,5.58,97.46,0.382,Watch,Normal operation
9/4/2025 18:32,CH4,CELL15,Recharge,307.8,3.825,307.97,72.85,72.6,51.8,57.24,53.95,55.744,28.47,11.12,91.2,44.16,True,Warning,22.42,106.98,0.709,Warning,High internal resistance; Moisture detected
9/4/2025 18:33,CH10,CELL6,Handshake,395.34,4.973,393.69,76.21,76.45,2.53,56.0,53.11,54.505,25.19,14.11,97.38,0.71,False,Critical,30.13,99.71,0.562,Warning,High internal resistance
9/4/2025 18:34,CH2,CELL35,Recharge,332.73,4.187,333.2,91.33,90.88,38.18,58.78,57.39,57.284,33.93,6.17,87.31,23.83,False,Warning,30.39,118.63,0.417,Watch,Normal operation
9/4/2025 18:35,CH6,CELL28,Handshake,367.39,4.544,367.48,77.76,77.34,63.79,45.88,43.52,44.378,26.82,5.39,83.72,14.46,False,Warning,28.57,114.69,0.337,Watch,Normal operation
9/4/2025 18:36,CH9,CELL33,Recharge,376.15,4.73,375.97,93.11,92.17,91.16,61.47,60.32,59.966,31.24,12.55,97.36,31.9,False,OK,35.02,119.42,0.558,Warning,Rapid temp rise; High internal resistance
9/4/2025 18:37,CH8,CELL20,End_Of_Charge,376.56,4.689,377.34,95.03,94.54,37.99,50.15,48.9,48.653,23.78,7.2,82.88,2.07,True,Warning,35.78,101.29,0.595,Warning,Moisture detected
9/4/2025 18:38,CH9,CELL4,Parameter_Config,393.71,4.967,392.18,81.12,81.19,40.43,44.38,40.92,42.881,25.82,2.32,97.38,0.09,True,OK,31.94,96.75,0.468,Watch,Moisture detected
9/4/2025 18:39,CH8,CELL36,Bulk,352.47,4.454,353.13,99.43,99.61,37.71,55.31,53.1,53.809,33.45,2.53,98.91,24.94,False,Warning,35.04,114.25,0.327,Watch,Normal operation
9/4/2025 18:40,CH3,CELL44,End_Of_Charge,311.57,3.876,313.08,120.81,120.83,40.98,51.26,48.98,49.764,28.16,1.22,83.74,42.27,False,Warning,37.64,106.2,0.281,Watch,Normal operation
9/4/2025 18:41,CH10,CELL28,End_Of_Charge,312.42,3.912,313.2,88.66,89.09,12.18,50.11,47.85,48.608,31.97,3.63,95.75,3.63,False,OK,27.7,90.43,0.323,Watch,Normal operation
9/4/2025 18:42,CH1,CELL6,Parameter_Config,326.69,4.124,328.07,84.8,84.36,82.62,57.02,54.71,55.525,32.46,6.08,90.27,35.83,False,Critical,27.7,118.84,0.407,Watch,Normal operation
9/4/2025 18:43,CH5,CELL7,Handshake,336.58,4.237,337.78,53.79,54.65,49.62,45.74,44.01,44.242,34.06,1.39,99.23,10.53,False,Critical,18.11,96.98,0.257,Watch,Normal operation
9/4/2025 18:44,CH6,CELL39,End_Of_Charge,327.42,4.067,327.46,39.48,40.03,82.05,44.97,43.68,43.473,28.85,6.06,95.79,17.04,False,Warning,12.92,94.11,0.346,Watch,Normal operation
9/4/2025 18:45,CH2,CELL43,End_Of_Charge,300.05,3.796,301.31,102.48,101.59,21.23,58.37,55.39,56.871,22.39,13.96,89.31,29.95,False,Critical,30.75,109.94,0.571,Warning,High internal resistance
9/4/2025 18:46,CH6,CELL26,Recharge,343.75,4.252,344.58,54.43,54.83,6.66,48.22,46.55,46.721,31.29,3.54,97.09,19.38,False,Warning,18.71,96.32,0.312,Watch,Normal operation
9/4/2025 18:47,CH4,CELL26,Parameter_Config,365.0,4.611,364.4,81.15,80.39,54.14,58.13,56.25,56.634,30.14,9.53,97.97,11.59,False,OK,29.62,114.97,0.481,Watch,Normal operation
